"word","freq"
"ngga",3.959
"oscar",3.954
"across",3.947
"'cuz",3.947
"memories",3.94
"'pon",3.939
"ya'll",3.938
"cost",3.937
"hiphop",3.936
"passed",3.935
"slowly",3.933
"john",3.926
"flash",3.914
"an'",3.911
"confused",3.905
"barely",3.905
"recall",3.889
"swag",3.888
"manager",3.888
"it'll",3.883
"quite",3.875
"leaders",3.872
"yep",3.868
"mood",3.862
"21st",3.859
"ground",3.857
"shes",3.853
"accident",3.848
"showed",3.847
"demons",3.838
"everywhere",3.829
"whether",3.821
"goodnight",3.821
"named",3.818
"emergency",3.814
"ting",3.814
"weave",3.812
"leaving",3.8
"'ey",3.799
"neva",3.793
"playin'",3.79
"allowed",3.781
"jk",3.779
"poppin'",3.777
"mos",3.765
"moving",3.765
"r&b",3.754
"calm",3.752
"booty",3.751
"jet",3.75
"clouds",3.748
"phi",3.747
"assholes",3.747
"tribe",3.744
"fifty",3.743
"x",3.742
"wedding",3.742
"math",3.741
"ayy",3.738
"christ",3.73
"stands",3.726
"invited",3.724
"charge",3.721
"jaw",3.718
"happens",3.713
"lying",3.708
"yah",3.703
"boom",3.703
"big's",3.701
"copped",3.698
"packed",3.697
"artist",3.697
"bogus",3.693
"playa",3.691
"owe",3.685
"devils",3.684
"glowin",3.683
"heavy",3.676
"channel",3.674
"wind",3.658
"rules",3.657
"page",3.65
"rah",3.648
"yellow",3.646
"devil's",3.645
"fam",3.645
"papa",3.642
"papapa",3.642
"older",3.64
"pants",3.64
"balling",3.638
"amazing",3.637
"tripping",3.627
"quit",3.624
"dealing",3.62
"book",3.619
"clear",3.612
"gun",3.61
"salon",3.602
"nation",3.601
"trade",3.593
"raps",3.589
"crashed",3.588
"taste",3.584
"coat",3.573
"award",3.57
"pieces",3.565
"strip",3.56
"local",3.557
"edition",3.545
"great",3.545
"stack",3.543
"clean",3.542
"drama",3.541
"wars",3.538
"hurts",3.531
"arrogant",3.53
"gifted",3.528
"alien",3.525
"tree",3.516
"bother",3.513
"throwing",3.512
"smart",3.508
"bay",3.508
"reckless",3.504
"mistakes",3.501
"shot",3.494
"takin'",3.493
"adidas",3.492
"dealin'",3.481
"thoughts",3.477
"queen",3.476
"media",3.474
"code",3.471
"table",3.47
"trunk",3.465
"geico",3.464
"art",3.463
"tribeca",3.463
"filled",3.458
"train",3.456
"vandross",3.454
"spouse",3.454
"standing",3.453
"homey",3.451
"feds",3.446
"fault",3.446
"private",3.442
